Time,Lane 1 Flow (Veh/h),Lane 2 Flow (Veh/h),Lane 3 Flow (Veh/h),Lane 4 Flow (Veh/h),Lane 1 Speed (km/h),Lane 2 Speed (km/h),Lane 3 Speed (km/h),Lane 4 Speed (km/h),Lane 1 Occ (%),Lane 2 Occ (%),Lane 3 Occ (%),Lane 4 Occ (%),Week
00:00,368.0,637.0,644.0,387.0,120.77,109.7,116.43,98.87,1.6,2.7,3.5,2.4,7.0
00:05,271.0,462.0,550.0,392.0,120.97,108.07,106.48,100.26,1.2,2.3,3.3,2.4,7.0
00:10,301.0,535.0,711.0,333.0,124.16,114.9,111.08,96.23,1.3,2.4,3.9,2.2,7.0
00:15,279.0,466.0,664.0,319.0,119.37,108.99,114.9,106.24,1.2,2.4,3.6,1.9,7.0
00:20,259.0,551.0,434.0,467.0,116.0,111.96,113.51,101.09,1.3,2.7,2.4,2.7,7.0
00:25,269.0,421.0,605.0,289.0,114.46,103.42,107.2,95.25,1.2,2.4,3.6,2.1,7.0
00:30,245.0,475.0,597.0,413.0,114.89,107.92,109.06,90.45,1.2,2.4,3.4,2.8,7.0
00:35,230.0,445.0,531.0,393.0,116.94,110.91,105.46,100.42,1.2,2.2,3.4,2.5,7.0
00:40,237.0,469.0,332.0,365.0,121.84,108.29,102.48,100.04,1.1,2.4,1.9,2.3,7.0
00:45,214.0,364.0,465.0,280.0,117.23,107.35,106.69,97.45,0.9,1.7,2.6,1.7,7.0
00:50,268.0,488.0,571.0,286.0,115.24,109.27,110.13,94.07,1.3,2.3,3.2,2.1,7.0
00:55,229.0,464.0,489.0,389.0,111.71,113.37,106.38,97.64,1.2,2.0,2.9,2.4,7.0
01:00,173.0,325.0,363.0,231.0,121.65,110.33,110.41,96.67,0.8,1.5,2.0,1.4,7.0
01:05,171.0,292.0,651.0,285.0,120.74,111.33,116.79,99.79,0.8,1.6,3.3,1.7,7.0
01:10,240.0,417.0,462.0,257.0,118.92,109.48,112.26,98.57,1.1,1.8,2.6,1.6,7.0
01:15,190.0,375.0,513.0,215.0,116.92,107.46,112.03,101.11,0.8,1.8,2.8,1.2,7.0
01:20,109.0,261.0,349.0,216.0,119.03,108.58,107.86,101.86,0.5,1.3,2.2,1.2,7.0
01:25,181.0,348.0,365.0,350.0,119.27,113.92,109.98,106.36,0.7,1.6,2.0,1.9,7.0
01:30,139.0,273.0,341.0,288.0,113.74,113.77,114.35,104.89,0.7,1.4,1.8,1.8,7.0
01:35,113.0,219.0,350.0,234.0,111.51,105.33,108.62,98.83,0.5,1.0,2.0,1.4,7.0
01:40,146.0,297.0,280.0,314.0,119.64,104.82,105.87,102.08,0.6,1.5,1.6,1.9,7.0
01:45,169.0,326.0,385.0,300.0,118.63,114.83,106.3,99.41,0.8,1.7,2.2,2.0,7.0
01:50,163.0,356.0,474.0,311.0,114.44,111.92,109.3,100.03,0.8,1.7,2.8,1.9,7.0
01:55,83.0,185.0,328.0,154.0,116.6,105.15,106.38,99.17,0.3,1.0,1.8,1.0,7.0
02:00,83.0,211.0,257.0,192.0,116.88,113.44,110.48,101.1,0.4,1.1,1.5,1.1,7.0
02:05,82.0,152.0,328.0,191.0,115.05,106.5,104.78,100.66,0.4,0.8,2.0,1.2,7.0
