Time,Lane 1 Flow (Veh/h),Lane 2 Flow (Veh/h),Lane 3 Flow (Veh/h),Lane 4 Flow (Veh/h),Lane 1 Speed (km/h),Lane 2 Speed (km/h),Lane 3 Speed (km/h),Lane 4 Speed (km/h),Lane 1 Occ (%),Lane 2 Occ (%),Lane 3 Occ (%),Lane 4 Occ (%),Week
00:00,265.0,414.0,567.0,302.0,117.46,103.54,109.05,97.94,1.3,2.3,2.8,1.8,7.0
00:05,219.0,344.0,495.0,257.0,118.44,106.78,103.4,98.92,1.2,2.2,2.6,1.5,7.0
00:10,195.0,317.0,490.0,281.0,119.62,110.27,113.85,100.54,1.0,1.9,2.3,1.5,7.0
00:15,193.0,363.0,440.0,312.0,118.2,110.31,113.54,107.56,1.1,2.3,2.1,1.6,7.0
00:20,192.0,354.0,465.0,253.0,118.15,110.96,111.72,102.7,1.0,2.0,2.2,1.6,7.0
00:25,154.0,266.0,484.0,251.0,116.1,108.94,110.7,100.67,1.1,2.1,2.3,1.7,7.0
00:30,203.0,378.0,441.0,220.0,116.41,106.52,108.34,103.81,0.9,1.8,2.2,1.2,7.0
00:35,155.0,268.0,448.0,250.0,115.58,108.83,108.34,100.24,1.1,2.0,2.4,1.6,7.0
00:40,119.0,252.0,342.0,238.0,116.47,108.05,114.1,101.41,0.8,1.8,1.6,1.3,7.0
00:45,167.0,274.0,467.0,183.0,116.76,107.62,110.97,97.56,1.0,1.8,2.3,1.1,7.0
00:50,232.0,435.0,453.0,257.0,119.65,109.38,110.4,100.62,0.9,1.8,2.3,1.3,7.0
00:55,164.0,250.0,488.0,224.0,115.03,103.1,105.23,100.82,1.0,1.7,2.5,1.3,7.0
01:00,134.0,242.0,375.0,161.0,119.11,109.15,106.16,98.14,0.9,1.6,1.9,0.9,7.0
01:05,225.0,168.0,497.0,161.0,115.49,107.72,115.0,104.65,1.0,1.8,2.4,1.0,7.0
01:10,170.0,325.0,468.0,307.0,118.79,108.96,111.3,104.99,0.9,1.9,2.3,1.6,7.0
01:15,118.0,275.0,287.0,264.0,115.05,107.81,104.22,101.72,0.9,2.0,1.4,1.6,7.0
01:20,74.0,195.0,375.0,173.0,120.99,103.79,109.71,104.98,0.6,1.3,1.8,0.9,7.0
01:25,135.0,249.0,357.0,227.0,120.13,112.54,107.99,101.15,0.8,1.7,1.8,1.3,7.0
01:30,146.0,323.0,314.0,299.0,119.1,112.64,108.9,106.61,0.9,1.9,1.6,1.5,7.0
01:35,85.0,192.0,269.0,178.0,119.16,108.77,110.8,100.91,0.6,1.5,1.3,1.0,7.0
01:40,112.0,209.0,321.0,127.0,121.46,109.8,107.63,96.99,0.7,1.5,1.6,0.9,7.0
01:45,138.0,279.0,379.0,239.0,112.1,109.63,110.34,101.26,0.9,1.7,1.9,1.3,7.0
01:50,119.0,242.0,334.0,228.0,116.64,109.32,104.35,101.86,0.8,1.7,1.7,1.2,7.0
01:55,144.0,262.0,304.0,251.0,117.23,107.59,105.69,102.26,0.8,1.8,1.6,1.3,7.0
02:00,108.0,147.0,228.0,153.0,116.7,109.7,108.09,107.76,0.6,1.4,1.2,0.9,7.0
02:05,122.0,113.0,266.0,106.0,118.62,112.62,114.33,99.93,0.5,1.2,1.3,0.6,7.0
02:10,88.0,133.0,207.0,106.0,123.14,109.07,109.72,99.63,0.5,1.3,1.1,0.6,7.0
02:15,110.0,157.0,217.0,154.0,119.43,108.42,103.01,100.75,0.5,1.4,1.2,0.8,7.0
02:20,72.0,178.0,239.0,161.0,117.13,113.98,107.74,104.83,0.6,1.5,1.2,0.9,7.0
02:25,123.0,110.0,244.0,71.0,119.31,108.87,103.68,100.08,0.4,1.1,1.4,0.5,7.0
02:30,95.0,113.0,204.0,81.0,115.31,100.84,107.68,95.87,0.5,1.4,1.0,0.9,7.0
02:35,112.0,178.0,232.0,144.0,120.85,105.16,104.65,99.7,0.6,1.4,1.2,1.0,7.0
02:40,81.0,184.0,196.0,179.0,111.35,109.0,103.2,99.71,0.7,1.6,1.2,1.2,7.0
