Time,Lane 1 Flow (Veh/h),Lane 2 Flow (Veh/h),Lane 3 Flow (Veh/h),Lane 4 Flow (Veh/h),Lane 1 Speed (km/h),Lane 2 Speed (km/h),Lane 3 Speed (km/h),Lane 4 Speed (km/h),Lane 1 Occ (%),Lane 2 Occ (%),Lane 3 Occ (%),Lane 4 Occ (%),Week
00:00,277.0,540.0,551.0,286.0,117.43,112.74,108.26,96.42,1.2,2.1,2.8,1.7,7.0
00:05,289.0,540.0,576.0,279.0,117.68,112.8,107.79,99.15,1.3,2.5,3.1,1.6,7.0
00:10,255.0,483.0,514.0,193.0,113.85,109.04,108.61,102.75,1.1,2.2,2.7,1.0,7.0
00:15,242.0,439.0,464.0,316.0,118.76,110.89,107.55,101.04,1.1,2.0,2.5,1.7,7.0
00:20,222.0,470.0,460.0,224.0,114.98,112.04,113.41,100.55,0.9,2.0,2.3,1.4,7.0
00:25,229.0,495.0,421.0,226.0,124.35,111.08,112.54,100.41,1.0,2.1,2.2,1.5,7.0
00:30,224.0,410.0,441.0,191.0,121.45,107.79,110.38,101.25,0.9,2.0,2.4,1.1,7.0
00:35,208.0,373.0,421.0,212.0,118.88,104.11,104.32,99.86,0.8,1.8,2.4,1.3,7.0
00:40,171.0,341.0,394.0,219.0,119.04,109.46,110.9,103.23,0.6,1.5,2.0,1.2,7.0
00:45,235.0,464.0,431.0,201.0,121.28,107.12,111.03,95.56,0.9,2.0,2.3,1.1,7.0
00:50,217.0,449.0,468.0,210.0,111.57,106.33,108.4,99.94,0.9,1.8,2.5,1.1,7.0
00:55,226.0,440.0,451.0,174.0,116.27,107.15,107.39,99.13,0.9,1.8,2.4,1.0,7.0
01:00,197.0,379.0,409.0,168.0,120.36,110.05,111.76,102.04,0.7,1.7,2.1,0.9,7.0
01:05,195.0,403.0,465.0,152.0,118.44,105.71,108.16,98.91,0.8,1.6,2.5,1.0,7.0
01:10,242.0,435.0,498.0,266.0,118.54,108.76,113.26,103.15,1.0,2.1,2.5,1.4,7.0
01:15,132.0,300.0,277.0,257.0,116.98,107.62,108.4,104.02,0.8,1.7,1.6,1.5,7.0
01:20,187.0,374.0,380.0,169.0,122.29,104.98,107.74,102.92,0.6,1.5,2.0,0.9,7.0
01:25,186.0,340.0,344.0,212.0,121.48,105.15,107.83,100.35,0.7,1.5,1.8,1.2,7.0
01:30,158.0,327.0,310.0,259.0,118.74,108.84,104.04,100.46,0.7,1.7,1.8,1.5,7.0
01:35,126.0,268.0,284.0,149.0,122.75,104.44,103.01,97.28,0.4,1.2,1.6,0.9,7.0
01:40,170.0,346.0,329.0,118.0,118.13,109.95,102.55,99.35,0.6,1.4,1.9,0.9,7.0
01:45,194.0,391.0,398.0,258.0,118.67,109.67,108.67,104.33,0.8,1.7,2.1,1.4,7.0
01:50,172.0,368.0,311.0,216.0,119.94,110.65,108.26,102.53,0.7,1.6,1.6,1.1,7.0
01:55,167.0,324.0,335.0,249.0,116.54,107.94,104.5,106.49,0.7,1.6,1.9,1.3,7.0
02:00,112.0,231.0,250.0,127.0,120.94,103.34,105.65,107.48,0.4,1.1,1.6,0.8,7.0
02:05,95.0,234.0,215.0,98.0,116.25,104.78,107.23,104.48,0.3,0.9,1.1,0.5,7.0
02:10,124.0,226.0,251.0,136.0,120.59,112.49,107.47,104.89,0.4,1.1,1.4,0.7,7.0
02:15,105.0,221.0,256.0,145.0,113.32,99.37,109.2,102.7,0.4,1.1,1.4,0.7,7.0
02:20,109.0,253.0,260.0,149.0,118.29,107.9,111.3,96.95,0.4,1.1,1.4,0.9,7.0
02:25,119.0,265.0,246.0,35.0,115.09,106.77,104.28,96.91,0.6,0.8,1.6,0.4,7.0
02:30,83.0,208.0,211.0,117.0,115.12,108.21,105.11,97.19,0.3,1.1,1.2,1.0,7.0
02:35,118.0,252.0,254.0,164.0,114.88,106.4,108.92,97.77,0.5,1.2,1.4,1.1,7.0
02:40,85.0,207.0,192.0,150.0,117.61,102.5,107.92,104.1,0.5,1.3,1.2,1.0,7.0
02:45,104.0,218.0,232.0,117.0,112.99,102.51,110.19,97.62,0.4,1.1,1.2,0.8,7.0
02:50,99.0,226.0,208.0,97.0,119.8,105.25,104.44,101.09,0.3,1.1,1.1,0.7,7.0
02:55,61.0,180.0,127.0,74.0,118.41,107.61,103.98,103.42,0.1,0.7,0.7,0.4,7.0
03:00,61.0,165.0,164.0,82.0,118.63,105.93,113.36,99.41,0.2,0.8,0.9,0.5,7.0
03:05,60.0,148.0,167.0,96.0,116.35,110.59,107.8,101.58,0.2,0.8,0.9,0.5,7.0
03:10,84.0,227.0,193.0,50.0,116.9,106.79,109.09,104.76,0.3,0.6,1.1,0.2,7.0
03:15,98.0,235.0,216.0,101.0,119.48,111.17,108.48,107.43,0.2,0.9,1.1,0.5,7.0
03:20,49.0,141.0,123.0,85.0,120.95,105.84,110.76,103.32,0.1,0.7,0.7,0.4,7.0
03:25,68.0,163.0,180.0,119.0,111.22,104.95,107.96,101.17,0.3,1.0,1.0,0.7,7.0
03:30,36.0,115.0,110.0,80.0,116.15,103.48,109.96,96.89,0.1,0.7,0.6,0.5,7.0
03:35,12.0,72.0,72.0,36.0,117.16,107.83,108.31,101.55,0.0,0.5,0.4,0.2,7.0
03:40,37.0,111.0,131.0,61.0,119.59,99.94,107.63,103.27,0.1,0.5,0.7,0.3,7.0
03:45,25.0,122.0,108.0,48.0,121.88,108.4,107.76,101.19,0.1,0.8,0.7,0.5,7.0
03:50,34.0,106.0,113.0,60.0,110.2,105.47,112.93,100.18,0.2,0.8,0.7,0.5,7.0
03:55,24.0,95.0,98.0,62.0,116.7,106.9,110.91,104.54,0.1,0.5,0.5,0.3,7.0
04:00,24.0,120.0,96.0,24.0,117.16,107.83,108.47,101.23,0.0,0.4,0.5,0.1,7.0
04:05,12.0,84.0,72.0,60.0,117.16,107.83,108.47,101.55,0.0,0.4,0.4,0.3,7.0
04:10,12.0,100.0,83.0,50.0,119.94,111.95,107.38,104.58,0.1,0.5,0.5,0.5,7.0
04:15,50.0,127.0,153.0,23.0,120.61,113.61,106.84,97.72,0.1,0.5,0.8,0.1,7.0
04:20,48.0,156.0,144.0,36.0,117.0,107.5,108.63,101.23,0.0,0.6,0.8,0.2,7.0
04:25,12.0,86.0,74.0,83.0,118.49,110.05,111.29,100.69,0.1,0.6,0.4,0.4,7.0
04:30,25.0,110.0,115.0,37.0,121.97,109.33,115.17,102.26,0.1,0.6,0.6,0.4,7.0
04:35,36.0,114.0,110.0,63.0,115.68,113.45,110.66,106.76,0.1,0.6,0.6,0.3,7.0
04:40,36.0,132.0,120.0,36.0,117.0,107.67,108.47,101.23,0.0,0.5,0.7,0.2,7.0
04:45,36.0,84.0,72.0,48.0,117.16,107.83,108.47,101.55,0.0,0.4,0.4,0.2,7.0
04:50,25.0,113.0,97.0,108.0,119.95,112.56,109.71,101.88,0.2,0.7,0.5,0.6,7.0
04:55,75.0,184.0,169.0,37.0,122.38,109.92,109.13,103.38,0.2,0.6,1.0,0.2,7.0
05:00,12.0,108.0,82.0,47.0,120.61,106.41,105.62,99.07,0.2,0.5,0.4,0.5,7.0
05:05,0.0,72.0,72.0,24.0,116.36,105.73,108.47,99.94,0.0,0.4,0.4,0.4,7.0
05:10,35.0,132.0,119.0,24.0,115.04,107.05,107.87,100.55,0.1,0.4,0.7,0.1,7.0
05:15,48.0,156.0,144.0,36.0,117.16,107.83,108.31,101.39,0.0,0.5,0.8,0.2,7.0
05:20,36.0,108.0,123.0,37.0,118.51,108.31,111.6,104.83,0.1,0.5,0.6,0.2,7.0
05:25,36.0,150.0,122.0,50.0,116.96,103.94,110.63,106.33,0.2,0.5,0.6,0.2,7.0
05:30,24.0,108.0,96.0,48.0,118.38,107.42,108.88,102.39,0.1,0.4,0.5,0.3,7.0
