Time,Lane 1 Flow (Veh/h),Lane 2 Flow (Veh/h),Lane 3 Flow (Veh/h),Lane 4 Flow (Veh/h),Lane 1 Speed (km/h),Lane 2 Speed (km/h),Lane 3 Speed (km/h),Lane 4 Speed (km/h),Lane 1 Occ (%),Lane 2 Occ (%),Lane 3 Occ (%),Lane 4 Occ (%),Week
00:00,418.0,520.0,223.0,479.0,119.69,115.23,106.26,100.95,1.9,2.3,1.2,2.3,7.0
00:05,325.0,394.0,253.0,382.0,120.72,120.91,109.63,100.9,1.4,1.7,1.2,1.8,7.0
00:10,233.0,451.0,283.0,430.0,122.84,113.0,107.36,103.57,1.0,2.0,1.5,2.1,7.0
00:15,252.0,440.0,197.0,340.0,126.3,117.16,105.17,102.95,1.0,1.8,1.1,1.5,7.0
00:20,273.0,505.0,241.0,402.0,119.53,115.93,109.12,109.99,1.1,2.1,1.3,1.7,7.0
00:25,168.0,288.0,239.0,367.0,120.28,114.4,108.03,107.15,0.8,1.3,1.3,1.7,7.0
00:30,271.0,457.0,195.0,520.0,123.38,114.24,110.31,103.95,1.1,2.1,1.0,2.5,7.0
00:35,304.0,440.0,153.0,226.0,116.68,113.39,106.77,100.19,1.4,1.9,0.8,1.1,7.0
00:40,260.0,389.0,181.0,307.0,118.13,111.99,102.91,99.31,1.2,1.8,1.0,1.5,7.0
00:45,130.0,424.0,211.0,362.0,118.05,108.88,112.78,102.09,0.6,2.0,1.0,1.7,7.0
00:50,285.0,472.0,183.0,383.0,123.89,116.16,110.92,97.58,1.2,2.0,0.9,2.0,7.0
00:55,151.0,330.0,144.0,379.0,116.08,120.87,108.75,99.69,0.7,1.4,0.7,1.9,7.0
01:00,147.0,348.0,185.0,287.0,122.23,114.13,105.29,104.76,0.7,1.6,0.9,1.4,7.0
01:05,191.0,301.0,216.0,386.0,112.45,114.77,109.36,101.52,0.9,1.3,1.0,1.9,7.0
01:10,297.0,448.0,245.0,333.0,118.84,115.35,106.37,103.98,1.3,2.0,1.3,1.6,7.0
01:15,155.0,334.0,164.0,268.0,119.23,113.89,114.73,101.29,0.7,1.4,0.7,1.5,7.0
01:20,181.0,336.0,187.0,328.0,121.42,114.41,106.67,102.26,0.7,1.5,0.9,1.5,7.0
01:25,198.0,369.0,207.0,296.0,124.33,113.46,110.5,103.91,0.8,1.6,1.1,1.4,7.0
01:30,149.0,270.0,170.0,277.0,115.32,116.93,110.45,106.18,0.7,1.2,0.8,1.3,7.0
01:35,178.0,372.0,162.0,239.0,118.78,110.19,113.62,95.84,0.8,1.8,0.8,1.3,7.0
01:40,177.0,346.0,160.0,280.0,118.1,109.24,111.22,98.13,0.8,1.6,0.9,1.4,7.0
01:45,181.0,309.0,170.0,346.0,121.33,113.06,110.02,101.04,0.7,1.4,0.8,1.6,7.0
01:50,157.0,314.0,246.0,221.0,120.79,119.67,111.85,103.74,0.7,1.3,1.2,1.0,7.0
01:55,130.0,284.0,158.0,275.0,118.14,112.78,111.02,97.05,0.6,1.3,0.8,1.3,7.0
02:00,95.0,165.0,84.0,244.0,118.99,112.31,108.6,102.96,0.4,0.7,0.5,1.2,7.0
02:05,61.0,151.0,108.0,172.0,122.74,110.76,108.7,103.59,0.3,0.7,0.5,0.8,7.0
02:10,138.0,224.0,159.0,253.0,125.38,112.02,110.99,101.54,0.6,1.0,0.8,1.2,7.0
02:15,35.0,236.0,171.0,187.0,117.21,118.25,111.14,98.71,0.2,1.0,0.8,0.9,7.0
02:20,82.0,193.0,99.0,204.0,118.02,114.79,112.41,101.44,0.4,0.8,0.5,1.0,7.0
02:25,36.0,144.0,84.0,164.0,118.9,114.32,107.97,98.86,0.2,0.6,0.5,0.8,7.0
02:30,60.0,124.0,158.0,188.0,119.59,117.44,109.23,99.23,0.3,0.6,1.0,0.9,7.0
02:35,35.0,192.0,71.0,175.0,118.51,113.99,107.12,98.68,0.2,0.9,0.4,0.8,7.0
02:40,59.0,164.0,156.0,158.0,117.99,111.69,107.27,95.36,0.2,0.8,1.1,0.8,7.0
02:45,75.0,156.0,138.0,131.0,124.92,114.21,102.69,100.72,0.3,0.7,1.0,0.6,7.0
02:50,49.0,121.0,84.0,153.0,123.02,114.88,108.03,99.24,0.2,0.5,0.4,0.8,7.0
02:55,24.0,111.0,84.0,109.0,118.29,117.5,107.9,101.44,0.1,0.4,0.4,0.6,7.0
03:00,35.0,73.0,107.0,117.0,118.15,116.49,107.61,98.54,0.2,0.3,0.5,0.6,7.0
03:05,25.0,113.0,77.0,175.0,124.49,119.56,115.85,98.18,0.1,0.5,0.4,0.9,7.0
03:10,48.0,93.0,74.0,165.0,120.26,110.4,111.8,99.32,0.2,0.5,0.4,0.8,7.0
03:15,36.0,74.0,46.0,186.0,119.97,116.69,104.14,98.57,0.2,0.3,0.2,0.9,7.0
03:20,12.0,130.0,84.0,107.0,124.78,112.87,109.64,100.58,0.1,0.6,0.4,0.5,7.0
03:25,25.0,162.0,71.0,96.0,122.97,118.88,107.61,101.62,0.1,0.7,0.4,0.4,7.0
03:30,35.0,75.0,87.0,85.0,116.18,118.63,113.73,102.52,0.2,0.3,0.4,0.4,7.0
03:35,12.0,86.0,36.0,86.0,121.57,117.24,109.78,103.53,0.1,0.4,0.2,0.4,7.0
03:40,25.0,84.0,61.0,121.0,124.28,113.79,110.41,102.01,0.1,0.3,0.3,0.6,7.0
03:45,24.0,82.0,60.0,58.0,118.77,112.18,107.79,97.9,0.1,0.4,0.7,0.4,7.0
03:50,36.0,62.0,35.0,108.0,119.64,117.95,105.93,101.32,0.2,0.3,0.2,0.5,7.0
03:55,12.0,72.0,60.0,84.0,120.7,114.42,108.63,101.07,0.0,0.3,0.3,0.4,7.0
04:00,12.0,60.0,36.0,60.0,120.86,114.26,107.83,101.07,0.0,0.3,0.3,0.3,7.0
04:05,12.0,70.0,49.0,97.0,120.07,110.99,111.04,102.1,0.1,0.3,0.2,0.4,7.0
04:10,37.0,98.0,36.0,84.0,122.69,116.48,106.64,101.1,0.2,0.4,0.4,0.4,7.0
04:15,25.0,124.0,35.0,94.0,126.78,118.26,105.79,98.52,0.1,0.5,0.2,0.5,7.0
04:20,12.0,156.0,12.0,132.0,120.54,114.26,108.63,100.91,0.0,0.7,0.1,0.7,7.0
04:25,12.0,71.0,24.0,121.0,117.73,112.83,107.51,102.06,0.1,0.3,0.1,0.6,7.0
04:30,12.0,24.0,48.0,96.0,120.7,114.42,108.63,101.07,0.0,0.1,0.3,0.5,7.0
04:35,35.0,60.0,48.0,36.0,116.26,115.29,107.68,102.05,0.1,0.2,0.3,0.2,7.0
04:40,12.0,59.0,35.0,103.0,122.23,112.21,106.78,96.12,0.1,0.3,0.2,0.5,7.0
04:45,36.0,68.0,48.0,47.0,120.73,108.85,107.98,98.36,0.2,0.3,0.3,0.2,7.0
04:50,12.0,48.0,72.0,108.0,121.02,114.42,108.79,100.91,0.0,0.2,0.4,0.6,7.0
04:55,25.0,61.0,74.0,107.0,124.09,115.28,111.2,100.14,0.1,0.3,0.6,0.5,7.0
05:00,12.0,72.0,48.0,36.0,120.7,114.26,107.67,101.23,0.0,0.3,0.4,0.2,7.0
05:05,12.0,59.0,35.0,69.0,120.08,112.89,106.96,97.65,0.1,0.3,0.2,0.3,7.0
05:10,48.0,84.0,76.0,149.0,119.28,113.76,114.93,104.28,0.2,0.4,0.3,0.7,7.0
05:15,0.0,72.0,72.0,84.0,120.38,114.26,109.44,101.07,0.0,0.3,0.3,0.4,7.0
05:20,60.0,95.0,62.0,117.0,119.52,113.68,112.46,98.22,0.2,0.4,0.3,0.6,7.0
05:25,24.0,70.0,165.0,85.0,118.06,110.76,107.17,101.69,0.1,0.3,0.9,0.4,7.0
05:30,35.0,84.0,48.0,100.0,117.26,114.08,108.54,105.09,0.2,0.4,0.2,0.4,7.0
05:35,0.0,144.0,108.0,84.0,120.22,114.1,108.79,101.07,0.0,0.6,0.6,0.4,7.0
05:40,23.0,59.0,108.0,120.0,115.47,111.45,107.33,100.95,0.1,0.2,0.9,0.6,7.0
05:45,24.0,85.0,78.0,50.0,119.4,114.64,100.93,105.91,0.1,0.4,0.4,0.3,7.0
05:50,23.0,103.0,49.0,110.0,117.65,109.07,110.08,102.83,0.1,0.5,0.4,0.5,7.0
05:55,12.0,96.0,24.0,96.0,120.54,114.1,108.47,101.07,0.0,0.4,0.1,0.5,7.0
06:00,,,,,,,,,,,,,7.0
06:05,24.0,132.0,57.0,110.0,119.67,113.93,103.08,102.8,0.1,0.6,0.3,0.5,7.0
06:10,60.0,136.0,59.0,81.0,119.59,107.86,106.74,97.28,0.2,0.6,0.4,0.4,7.0
06:15,23.0,152.0,85.0,142.0,115.06,111.1,109.97,99.4,0.1,0.7,0.4,0.7,7.0
06:20,24.0,145.0,59.0,134.0,120.96,115.13,106.33,102.62,0.1,0.6,0.3,0.6,7.0
06:25,63.0,97.0,24.0,134.0,126.39,114.94,109.01,102.64,0.2,0.4,0.1,0.6,7.0
06:30,108.0,123.0,85.0,226.0,120.39,117.33,110.18,100.52,0.4,0.5,0.4,1.1,7.0
06:35,57.0,149.0,62.0,132.0,114.3,117.53,111.96,100.74,0.2,0.7,0.3,0.8,7.0
06:40,12.0,96.0,144.0,108.0,120.7,114.1,109.11,100.91,0.0,0.4,0.7,0.5,7.0
06:45,0.0,156.0,132.0,144.0,120.7,114.26,108.79,100.58,0.0,0.7,0.7,0.8,7.0
06:50,121.0,243.0,74.0,120.0,121.19,114.82,111.23,100.39,0.6,1.2,0.4,0.6,7.0
06:55,86.0,191.0,82.0,216.0,123.21,112.52,106.64,100.9,0.4,1.0,0.4,1.1,7.0
07:00,103.0,108.0,75.0,158.0,114.86,112.47,112.25,102.4,0.5,0.6,0.4,0.7,7.0
07:05,49.0,129.0,80.0,163.0,122.41,111.12,103.62,104.52,0.2,0.6,0.4,0.9,7.0
07:10,12.0,224.0,81.0,186.0,119.54,117.73,103.85,92.04,0.1,1.0,0.5,0.9,7.0
07:15,81.0,209.0,144.0,196.0,115.82,110.3,109.44,103.38,0.3,0.9,0.6,0.9,7.0
07:20,24.0,245.0,116.0,156.0,122.7,110.71,105.57,101.4,0.1,1.1,0.7,0.7,7.0
07:25,108.0,224.0,177.0,184.0,120.3,111.83,106.36,103.56,0.4,1.0,1.1,0.9,7.0
07:30,24.0,226.0,141.0,199.0,120.62,119.18,105.21,98.86,0.1,1.0,0.9,0.9,7.0
07:35,59.0,162.0,163.0,209.0,119.32,109.41,113.58,103.97,0.3,0.8,0.8,1.0,7.0
07:40,122.0,146.0,123.0,196.0,121.97,116.0,111.1,104.09,0.5,0.6,0.6,0.8,7.0
07:45,113.0,293.0,96.0,233.0,113.0,116.22,108.72,97.85,0.5,1.3,0.4,1.3,7.0
07:50,129.0,188.0,148.0,239.0,116.81,111.85,112.34,100.82,0.6,0.8,0.7,1.1,7.0
07:55,131.0,284.0,93.0,242.0,118.95,117.67,106.02,101.85,0.5,1.2,0.5,1.2,7.0
08:00,121.0,157.0,168.0,209.0,121.62,114.88,108.91,97.91,0.5,0.7,0.9,1.0,7.0
08:05,143.0,283.0,171.0,256.0,119.5,116.94,103.66,98.75,0.6,1.2,0.8,1.2,7.0
08:10,93.0,301.0,213.0,270.0,117.19,114.82,107.83,103.91,0.4,1.2,1.1,1.2,7.0
08:15,94.0,211.0,199.0,188.0,117.41,111.71,113.01,98.96,0.4,0.9,1.0,0.9,7.0
08:20,202.0,263.0,175.0,241.0,119.54,119.5,106.0,101.85,0.8,1.1,0.9,1.1,7.0
08:25,143.0,328.0,157.0,296.0,119.87,115.79,108.99,96.34,0.6,1.4,1.0,1.4,7.0
08:30,190.0,345.0,198.0,325.0,127.23,113.42,111.32,102.02,0.7,1.5,1.1,1.5,7.0
08:35,91.0,232.0,170.0,357.0,130.96,116.77,110.16,104.04,0.3,1.0,0.8,1.7,7.0
08:40,188.0,352.0,268.0,467.0,125.85,116.27,110.94,104.69,0.7,1.4,1.3,2.1,7.0
08:45,272.0,421.0,322.0,294.0,118.75,115.43,109.2,103.37,1.2,1.8,1.6,1.5,7.0
08:50,115.0,358.0,169.0,280.0,114.87,114.53,110.29,102.15,0.5,1.5,0.8,1.4,7.0
08:55,214.0,435.0,185.0,366.0,119.46,115.65,111.62,103.05,0.9,1.9,1.1,1.6,7.0
09:00,206.0,363.0,205.0,353.0,114.74,115.98,109.28,93.24,0.9,1.5,1.0,1.8,7.0
09:05,99.0,364.0,185.0,272.0,123.89,120.3,111.28,100.06,0.4,1.5,1.1,1.3,7.0
09:10,219.0,341.0,354.0,250.0,122.48,112.38,114.74,91.86,0.9,1.5,1.7,1.3,7.0
09:15,282.0,459.0,275.0,357.0,117.93,106.86,105.11,104.41,1.2,2.1,1.3,1.6,7.0
09:20,347.0,410.0,270.0,439.0,124.45,114.6,107.42,100.35,1.4,1.8,1.4,2.1,7.0
09:25,304.0,543.0,229.0,437.0,122.17,112.8,109.55,104.19,1.2,2.4,1.3,2.1,7.0
09:30,320.0,447.0,296.0,396.0,123.38,112.21,108.45,97.54,1.3,2.0,1.4,2.0,7.0
09:35,333.0,435.0,385.0,477.0,123.53,109.61,114.82,103.25,1.4,1.9,1.8,2.2,7.0
09:40,357.0,426.0,355.0,442.0,123.34,116.82,112.82,100.4,1.5,1.8,1.7,2.1,7.0
09:45,409.0,592.0,303.0,338.0,120.98,120.79,107.09,98.34,1.7,2.4,1.6,1.6,7.0
09:50,506.0,635.0,344.0,523.0,117.58,114.07,108.74,102.96,2.2,2.7,1.8,2.4,7.0
09:55,488.0,600.0,356.0,528.0,121.99,118.15,112.97,97.62,2.0,2.5,1.7,2.6,7.0
10:00,337.0,595.0,421.0,475.0,120.38,120.32,112.42,106.9,1.4,2.4,2.3,2.1,7.0
10:05,401.0,723.0,296.0,491.0,114.83,114.41,108.22,104.84,1.8,3.2,1.5,2.3,7.0
10:10,395.0,756.0,348.0,576.0,120.3,114.65,105.25,103.98,1.6,3.3,2.0,2.6,7.0
10:15,458.0,713.0,345.0,588.0,115.51,121.11,107.57,105.14,1.9,2.9,1.9,2.8,7.0
10:20,369.0,720.0,395.0,471.0,123.4,116.76,111.61,103.69,1.5,3.0,2.1,2.2,7.0
10:25,435.0,780.0,384.0,636.0,115.31,115.09,103.4,106.24,1.9,3.4,2.1,2.9,7.0
10:30,643.0,741.0,333.0,728.0,118.47,115.78,108.99,107.52,2.7,3.2,1.7,3.3,7.0
10:35,668.0,750.0,396.0,698.0,120.07,119.44,107.77,103.13,2.8,3.2,2.3,3.3,7.0
10:40,570.0,827.0,352.0,571.0,121.52,116.2,106.55,109.36,2.4,3.6,1.8,2.6,7.0
10:45,601.0,766.0,376.0,649.0,120.03,116.06,104.61,96.19,2.6,3.3,1.9,3.3,7.0
10:50,607.0,847.0,536.0,722.0,123.03,112.89,117.52,106.69,2.5,3.8,2.4,3.3,7.0
10:55,671.0,941.0,390.0,749.0,114.74,113.21,110.42,107.48,3.0,4.1,2.0,3.4,7.0
11:00,589.0,786.0,472.0,715.0,119.95,115.57,110.3,100.96,2.5,3.4,2.4,3.5,7.0
11:05,604.0,670.0,303.0,534.0,121.0,117.8,112.5,100.87,2.5,2.8,1.4,2.6,7.0
11:10,791.0,792.0,427.0,725.0,124.41,113.78,112.97,107.29,3.2,3.6,2.2,3.3,7.0
11:15,732.0,976.0,478.0,806.0,123.76,112.42,109.03,103.93,3.0,4.3,2.6,3.8,7.0
11:20,839.0,942.0,523.0,703.0,125.31,115.26,114.62,103.69,3.3,4.2,2.4,3.4,7.0
11:25,745.0,1049.0,476.0,688.0,121.14,119.61,112.96,99.8,3.1,4.4,2.3,3.5,7.0
11:30,962.0,908.0,598.0,635.0,122.74,120.37,114.27,99.83,4.0,3.8,3.0,3.1,7.0
11:35,1089.0,1191.0,790.0,1079.0,119.43,111.96,107.58,101.65,4.7,5.4,4.2,5.2,7.0
11:40,1225.0,1175.0,778.0,909.0,118.14,109.98,105.77,97.48,5.3,5.4,4.2,4.6,7.0
11:45,1061.0,1112.0,751.0,991.0,118.61,107.64,110.25,99.71,4.7,5.1,3.9,5.0,7.0
11:50,1161.0,1182.0,791.0,1002.0,115.2,110.93,105.07,94.23,5.2,5.3,4.4,5.3,7.0
11:55,1227.0,1279.0,885.0,1025.0,122.28,114.1,112.46,100.14,5.2,5.6,4.5,5.0,7.0
12:00,1230.0,1193.0,758.0,1165.0,114.81,112.32,103.5,102.51,5.4,5.4,4.2,5.6,7.0
12:05,1100.0,1204.0,849.0,1041.0,116.73,108.68,105.66,101.25,4.8,5.4,5.0,5.1,7.0
12:10,1236.0,1246.0,783.0,1053.0,120.95,108.67,101.56,98.73,5.5,5.8,4.6,5.5,7.0
12:15,1310.0,1217.0,819.0,1108.0,121.87,107.41,108.65,97.5,5.5,5.7,4.4,5.6,7.0
12:20,1266.0,1248.0,963.0,1145.0,119.35,108.07,105.92,103.2,5.4,5.7,5.4,5.5,7.0
12:25,1329.0,1397.0,828.0,1125.0,118.05,113.2,106.82,97.01,5.8,6.1,4.4,5.8,7.0
12:30,1202.0,1225.0,844.0,1081.0,118.61,107.77,111.66,101.12,5.4,5.5,4.4,5.2,7.0
12:35,834.0,1525.0,584.0,695.0,113.25,107.75,105.62,98.63,3.5,6.8,3.0,3.3,7.0
12:40,1192.0,1109.0,688.0,882.0,113.49,110.28,112.76,98.6,5.0,4.9,3.5,4.3,7.0
12:45,873.0,1018.0,611.0,880.0,113.76,115.4,110.62,102.15,3.7,4.2,3.1,4.1,7.0
12:50,854.0,1128.0,778.0,1049.0,111.32,105.75,115.55,103.88,3.6,5.2,3.9,4.8,7.0
12:55,,,,,,,,,,,,,7.0
13:00,1182.0,1178.0,723.0,915.0,119.2,109.49,108.94,95.78,4.7,5.3,3.9,4.6,7.0
13:05,1060.0,1026.0,720.0,946.0,110.93,106.14,102.49,99.31,4.5,4.7,3.8,4.5,7.0
13:10,988.0,1113.0,719.0,878.0,108.77,109.75,108.57,95.8,4.3,4.9,3.5,4.4,7.0
13:15,1074.0,1289.0,725.0,938.0,103.9,106.56,108.7,98.37,4.8,5.8,3.6,4.6,7.0
13:20,1055.0,1123.0,697.0,913.0,110.32,107.48,115.34,92.8,4.5,5.1,3.4,4.7,7.0
13:25,998.0,975.0,584.0,849.0,111.55,110.83,112.75,102.58,4.2,4.2,2.7,3.8,7.0
13:30,1213.0,1363.0,909.0,828.0,113.89,111.67,111.64,93.66,5.1,5.9,4.4,4.2,7.0
13:35,1337.0,1284.0,877.0,957.0,109.8,112.45,106.29,95.6,5.7,5.5,4.5,4.7,7.0
13:40,1134.0,1127.0,571.0,1030.0,110.09,107.85,108.62,94.83,4.8,5.1,2.7,5.1,7.0
13:45,1246.0,944.0,876.0,975.0,113.46,110.14,110.64,96.87,5.2,4.2,4.4,4.8,7.0
13:50,1147.0,1034.0,663.0,840.0,112.75,105.93,106.94,102.91,4.8,4.7,3.3,3.8,7.0
13:55,1090.0,1030.0,752.0,960.0,110.97,106.41,115.42,97.78,4.6,4.7,3.5,4.7,7.0
14:00,1229.0,1217.0,886.0,958.0,111.91,104.8,112.85,99.22,5.2,5.6,4.3,4.6,7.0
14:05,1076.0,1185.0,778.0,871.0,106.01,109.6,107.16,96.86,4.8,5.2,3.9,4.4,7.0
14:10,1107.0,1066.0,643.0,847.0,110.21,104.91,106.95,95.88,4.7,4.9,3.1,4.2,7.0
14:15,1098.0,1094.0,646.0,1017.0,110.81,109.9,103.19,100.75,4.7,4.8,3.4,4.6,7.0
14:20,1054.0,1093.0,715.0,841.0,107.88,105.61,111.29,102.27,4.6,5.0,3.3,3.9,7.0
14:25,970.0,1168.0,703.0,888.0,117.28,112.33,106.64,97.26,3.9,5.0,3.5,4.4,7.0
14:30,1067.0,1196.0,702.0,949.0,108.7,116.55,106.52,100.21,4.6,5.0,3.6,4.5,7.0
14:35,1121.0,1110.0,542.0,854.0,111.7,110.05,105.38,95.55,4.8,4.9,2.8,4.2,7.0
14:40,1152.0,1107.0,703.0,910.0,109.06,110.97,108.63,98.96,5.0,4.8,3.4,4.4,7.0
14:45,1015.0,1158.0,602.0,961.0,107.21,110.88,109.61,101.01,4.4,5.1,3.0,4.4,7.0
14:50,1026.0,1116.0,641.0,1004.0,107.07,106.96,107.91,98.08,4.6,5.1,3.2,4.9,7.0
14:55,1361.0,1284.0,713.0,957.0,103.57,105.69,100.03,94.11,6.3,5.9,3.8,4.8,7.0
15:00,1253.0,1359.0,784.0,867.0,109.34,111.37,100.94,95.36,5.3,5.9,4.0,4.3,7.0
