Time,Lane 1 Flow (Veh/h),Lane 2 Flow (Veh/h),Lane 3 Flow (Veh/h),Lane 4 Flow (Veh/h),Lane 1 Speed (km/h),Lane 2 Speed (km/h),Lane 3 Speed (km/h),Lane 4 Speed (km/h),Lane 1 Occ (%),Lane 2 Occ (%),Lane 3 Occ (%),Lane 4 Occ (%),Week
00:00,271.0,539.0,580.0,294.0,114.78,107.69,109.31,98.99,1.2,2.2,2.9,1.6,7.0
00:05,293.0,549.0,528.0,345.0,119.63,109.26,108.31,101.87,1.3,2.6,2.7,1.8,7.0
00:10,279.0,544.0,500.0,434.0,119.15,109.32,107.45,113.7,1.2,2.4,2.6,2.1,7.0
00:15,253.0,499.0,539.0,363.0,113.53,112.91,116.39,95.88,1.2,2.4,2.5,2.1,7.0
00:20,233.0,450.0,503.0,276.0,120.58,105.13,109.33,106.65,0.9,2.1,2.5,1.7,7.0
00:25,211.0,459.0,413.0,307.0,115.25,102.15,104.43,104.68,1.0,2.1,2.2,1.6,7.0
00:30,219.0,408.0,410.0,260.0,117.75,105.83,104.24,95.48,0.9,2.0,2.3,1.7,7.0
00:35,217.0,398.0,411.0,185.0,117.34,106.95,105.43,98.09,0.8,1.9,2.1,1.0,7.0
00:40,188.0,347.0,389.0,277.0,122.22,103.36,105.95,98.67,0.7,1.7,2.0,1.5,7.0
00:45,231.0,473.0,491.0,242.0,113.06,107.98,111.48,108.58,0.9,2.0,2.4,1.3,7.0
00:50,235.0,440.0,502.0,266.0,120.6,103.32,113.39,103.16,0.9,1.9,2.5,1.4,7.0
00:55,226.0,440.0,454.0,229.0,116.44,105.9,110.65,102.81,0.9,1.9,2.3,1.2,7.0
01:00,190.0,391.0,358.0,219.0,116.33,109.11,107.94,103.85,0.7,1.8,1.8,1.1,7.0
01:05,202.0,435.0,472.0,211.0,122.93,110.08,105.79,99.35,0.8,1.7,2.5,1.3,7.0
01:10,213.0,450.0,384.0,348.0,122.48,111.36,114.69,103.7,0.9,2.1,1.9,1.7,7.0
01:15,158.0,298.0,320.0,258.0,118.08,104.71,105.16,110.04,0.7,1.5,1.8,1.4,7.0
01:20,178.0,408.0,392.0,206.0,115.72,106.65,103.52,103.84,0.7,1.6,2.0,1.0,7.0
01:25,175.0,338.0,295.0,198.0,121.51,103.28,105.94,98.79,0.7,1.6,1.6,1.2,7.0
01:30,170.0,333.0,322.0,209.0,117.9,105.73,111.42,104.7,0.7,1.6,1.6,1.0,7.0
01:35,148.0,349.0,384.0,186.0,119.71,105.73,111.6,105.4,0.6,1.3,1.9,1.0,7.0
01:40,157.0,365.0,377.0,187.0,117.55,104.48,106.13,99.45,0.6,1.5,1.9,1.1,7.0
01:45,215.0,472.0,438.0,253.0,116.31,110.33,106.73,102.67,0.8,1.7,2.2,1.3,7.0
01:50,199.0,362.0,401.0,273.0,121.15,107.71,105.74,106.08,0.7,1.7,2.1,1.4,7.0
01:55,181.0,368.0,314.0,213.0,117.49,102.81,108.7,107.23,0.7,1.8,1.6,1.0,7.0
02:00,108.0,249.0,272.0,96.0,115.86,104.08,110.05,101.89,0.4,1.2,1.6,0.6,7.0
02:05,97.0,232.0,229.0,126.0,117.03,102.33,102.55,96.95,0.3,1.0,1.2,0.7,7.0
02:10,118.0,283.0,238.0,157.0,114.25,109.08,106.93,102.27,0.4,1.3,1.2,0.8,7.0
02:15,120.0,260.0,246.0,154.0,116.21,109.44,105.72,100.62,0.4,1.2,1.3,0.8,7.0
02:20,121.0,261.0,302.0,128.0,117.45,109.66,109.2,108.69,0.4,1.1,1.5,0.7,7.0
02:25,148.0,280.0,301.0,84.0,118.59,110.93,113.1,101.33,0.3,0.9,1.5,0.6,7.0
02:30,83.0,197.0,231.0,153.0,113.49,99.09,110.02,96.62,0.4,1.4,1.1,1.4,7.0
02:35,138.0,255.0,274.0,146.0,121.64,101.1,112.59,101.73,0.5,1.2,1.4,0.7,7.0
02:40,125.0,265.0,224.0,172.0,120.56,100.14,106.73,102.24,0.5,1.4,1.1,1.2,7.0
02:45,97.0,263.0,181.0,146.0,117.78,103.59,109.26,101.19,0.4,1.2,0.9,1.0,7.0
02:50,85.0,234.0,196.0,131.0,117.97,108.04,110.96,99.95,0.3,1.0,1.0,0.6,7.0
02:55,84.0,164.0,196.0,106.0,116.52,103.52,110.32,99.3,0.1,0.7,1.1,0.5,7.0
03:00,70.0,226.0,165.0,102.0,114.1,111.07,114.61,108.15,0.2,0.9,0.8,0.5,7.0
03:05,87.0,199.0,222.0,95.0,120.94,103.72,111.36,100.76,0.2,1.0,1.1,0.5,7.0
03:10,93.0,225.0,263.0,61.0,112.97,105.03,113.34,103.88,0.4,0.7,1.3,0.3,7.0
03:15,96.0,233.0,217.0,73.0,117.5,109.1,109.15,103.62,0.3,1.0,1.1,0.4,7.0
03:20,58.0,150.0,152.0,82.0,113.73,102.75,106.07,99.6,0.1,0.6,0.8,0.4,7.0
03:25,61.0,211.0,124.0,153.0,118.92,109.8,112.75,108.24,0.2,1.0,0.6,0.8,7.0
03:30,37.0,108.0,108.0,62.0,119.66,106.57,108.34,105.48,0.1,0.5,0.6,0.3,7.0
03:35,36.0,72.0,87.0,47.0,115.75,106.56,112.16,100.59,0.6,0.4,0.4,0.2,7.0
03:40,50.0,141.0,136.0,49.0,120.72,104.27,111.96,104.04,0.1,0.6,0.7,0.2,7.0
