Time,Lane 1 Flow (Veh/h),Lane 2 Flow (Veh/h),Lane 3 Flow (Veh/h),Lane 4 Flow (Veh/h),Lane 1 Speed (km/h),Lane 2 Speed (km/h),Lane 3 Speed (km/h),Lane 4 Speed (km/h),Lane 1 Occ (%),Lane 2 Occ (%),Lane 3 Occ (%),Lane 4 Occ (%),Week
00:00,276.0,503.0,641.0,301.0,116.92,102.39,113.85,101.5,1.5,2.9,3.9,2.0,7.0
00:05,304.0,543.0,541.0,404.0,118.63,109.11,109.52,103.76,1.6,3.4,3.5,2.6,7.0
00:10,295.0,507.0,528.0,364.0,120.52,107.28,107.74,102.71,1.5,3.2,3.3,2.3,7.0
00:15,267.0,501.0,483.0,417.0,119.16,111.54,110.19,99.09,1.5,3.4,3.0,2.7,7.0
00:20,240.0,483.0,461.0,300.0,117.77,112.28,112.02,105.37,1.2,2.8,2.7,2.0,7.0
00:25,217.0,445.0,495.0,279.0,117.87,111.2,106.28,104.64,1.2,2.8,3.2,2.0,7.0
00:30,211.0,439.0,413.0,278.0,113.34,109.47,108.26,96.66,1.2,2.7,2.8,1.9,7.0
00:35,216.0,433.0,386.0,287.0,116.6,108.19,108.95,99.89,1.1,2.8,2.4,2.0,7.0
00:40,183.0,370.0,357.0,245.0,118.78,98.23,111.31,102.96,0.9,2.4,2.2,1.6,7.0
00:45,238.0,453.0,454.0,298.0,122.58,110.88,106.03,104.9,1.2,2.7,2.9,1.8,7.0
00:50,228.0,484.0,455.0,289.0,117.27,106.99,108.31,106.72,1.1,2.5,2.9,1.7,7.0
00:55,215.0,462.0,440.0,273.0,110.39,110.16,107.74,101.16,1.1,2.5,2.8,1.7,7.0
01:00,186.0,351.0,376.0,244.0,113.52,102.38,109.83,94.29,1.0,2.5,2.3,1.7,7.0
01:05,180.0,407.0,437.0,208.0,109.36,107.44,108.97,103.19,1.0,2.2,2.8,1.4,7.0
01:10,222.0,375.0,438.0,320.0,120.42,106.0,109.37,96.67,1.2,2.7,2.7,2.2,7.0
01:15,146.0,309.0,296.0,287.0,118.23,111.25,109.77,100.57,1.1,2.6,2.0,1.9,7.0
01:20,194.0,391.0,384.0,213.0,118.28,103.83,104.4,99.96,0.9,2.1,2.5,1.3,7.0
01:25,170.0,309.0,310.0,270.0,118.33,107.24,99.79,103.42,0.9,2.4,2.1,1.8,7.0
01:30,162.0,316.0,333.0,314.0,112.48,106.01,110.63,102.17,1.0,2.6,2.1,2.0,7.0
