Time,Lane 1 Flow (Veh/h),Lane 2 Flow (Veh/h),Lane 3 Flow (Veh/h),Lane 4 Flow (Veh/h),Lane 1 Speed (km/h),Lane 2 Speed (km/h),Lane 3 Speed (km/h),Lane 4 Speed (km/h),Lane 1 Occ (%),Lane 2 Occ (%),Lane 3 Occ (%),Lane 4 Occ (%),Week
00:00,221.0,449.0,413.0,240.0,113.06,106.27,97.44,90.04,1.1,2.3,2.2,1.8,7.0
00:05,232.0,449.0,436.0,227.0,119.68,107.09,103.75,85.73,1.1,2.3,2.2,1.8,7.0
00:10,227.0,489.0,444.0,237.0,111.37,114.25,103.28,85.48,1.1,2.4,2.3,1.9,7.0
00:15,245.0,464.0,428.0,249.0,121.1,109.08,100.24,90.41,1.1,2.4,2.3,1.9,7.0
00:20,196.0,398.0,379.0,200.0,120.26,109.39,101.77,88.98,0.9,2.1,2.0,1.7,7.0
00:25,187.0,381.0,343.0,199.0,121.96,108.16,94.87,88.19,0.8,1.9,1.8,1.5,7.0
00:30,174.0,384.0,349.0,191.0,120.6,114.17,101.55,89.0,0.9,2.1,2.0,1.6,7.0
00:35,141.0,304.0,319.0,151.0,114.17,105.2,104.45,87.16,0.6,1.5,1.4,1.1,7.0
00:40,165.0,369.0,340.0,183.0,115.48,111.09,100.11,91.67,0.7,1.8,1.7,1.4,7.0
00:45,174.0,359.0,353.0,191.0,121.73,108.38,100.98,89.93,0.8,1.8,1.7,1.4,7.0
00:50,179.0,385.0,389.0,204.0,116.64,109.03,107.52,90.59,0.8,2.0,1.9,1.5,7.0
00:55,162.0,353.0,346.0,186.0,121.57,110.09,105.7,93.3,0.7,1.8,1.7,1.3,7.0
01:00,131.0,295.0,303.0,160.0,117.03,106.73,103.88,92.54,0.5,1.4,1.3,1.1,7.0
01:05,158.0,357.0,325.0,187.0,110.02,106.83,95.27,93.54,0.8,1.9,1.8,1.5,7.0
01:10,177.0,392.0,368.0,196.0,115.42,114.62,105.18,92.47,0.8,1.8,1.7,1.4,7.0
01:15,132.0,280.0,301.0,148.0,116.96,104.56,102.35,92.39,0.6,1.6,1.5,1.2,7.0
01:20,148.0,315.0,306.0,161.0,120.94,109.39,100.59,93.05,0.6,1.5,1.4,1.1,7.0
01:25,106.0,270.0,271.0,137.0,114.87,110.18,104.9,93.34,0.5,1.3,1.3,1.0,7.0
01:30,100.0,271.0,293.0,135.0,108.93,110.86,108.63,91.95,0.4,1.3,1.2,0.9,7.0
01:35,122.0,296.0,283.0,134.0,118.79,111.0,100.74,84.05,0.5,1.4,1.3,1.0,7.0
01:40,127.0,299.0,306.0,140.0,112.83,107.79,104.28,87.68,0.6,1.5,1.4,1.1,7.0
01:45,163.0,361.0,356.0,187.0,113.89,108.64,104.8,88.01,0.7,1.8,1.7,1.4,7.0
01:50,170.0,340.0,347.0,191.0,118.83,105.6,101.99,95.7,0.7,1.8,1.7,1.4,7.0
01:55,105.0,261.0,279.0,129.0,114.28,107.57,103.67,88.51,0.4,1.2,1.1,0.9,7.0
02:00,130.0,179.0,202.0,84.0,114.35,106.91,100.74,89.98,0.6,1.0,0.9,0.7,7.0
02:05,63.0,185.0,207.0,85.0,122.83,103.83,103.44,91.12,0.4,0.9,0.8,0.6,7.0
02:10,73.0,210.0,226.0,93.0,118.62,110.76,106.64,87.55,0.2,0.9,0.9,0.7,7.0
02:15,71.0,207.0,232.0,94.0,115.82,103.5,103.79,87.65,0.2,1.0,0.9,0.7,7.0
